INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212013892,3502,,MISSING PERSON - LOCATED,B3,422,0,2021-03-03 15:00:00,2021,3,Wednesday,15,,RIVER ST,42.2713613055555,-71.0810082998087,"(42.2713613055555, -71.0810082998087)"
212013890,1402,,VANDALISM,A15,41,0,2021-03-03 20:30:00,2021,3,Wednesday,20,,MCNULTY CT,42.3766316681323,-71.0559319549787,"(42.3766316681323, -71.0559319549787)"
212013889,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,691,0,2021-02-16 09:00:00,2021,2,Tuesday,9,,CENTRE ST,42.2870935525911,-71.1482212837716,"(42.2870935525911, -71.1482212837716)"
212013888,3018,,SICK/INJURED/MEDICAL - POLICE,C11,355,0,2021-03-04 09:40:00,2021,3,Thursday,9,,PARKMAN ST,42.2964852868892,-71.0596830647382,"(42.2964852868892, -71.0596830647382)"
212013887,3018,,SICK/INJURED/MEDICAL - POLICE,C11,355,0,2021-03-04 09:40:00,2021,3,Thursday,9,,PARKMAN ST,42.2964852868892,-71.0596830647382,"(42.2964852868892, -71.0596830647382)"
212013886,1415,,GRAFFITI,D4,162,0,2021-03-04 10:04:00,2021,3,Thursday,10,,HARRISON AVE,42.3461609126707,-71.0631814160987,"(42.3461609126707, -71.0631814160987)"
212013885,2905,,VAL - VIOLATION OF AUTO LAW,B2,316,0,2021-03-04 09:05:00,2021,3,Thursday,9,,WALNUT AVE,42.3163375393521,-71.0932691485224,"(42.3163375393521, -71.0932691485224)"
212013884,3410,,TOWED MOTOR VEHICLE,D14,784,0,2021-03-04 09:45:00,2021,3,Thursday,9,,WASHINGTON ST,42.3449996276489,-71.1450781881297,"(42.3449996276489, -71.1450781881297)"
212013883,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,2021-03-04 10:00:00,2021,3,Thursday,10,,WESTMORELAND ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013882,3301,,VERBAL DISPUTE,D4,618,0,2021-03-04 09:02:00,2021,3,Thursday,9,,HEMENWAY ST,42.3414660996114,-71.090827812336,"(42.3414660996114, -71.090827812336)"
212013881,423,,ASSAULT - AGGRAVATED,C11,355,0,2021-03-04 09:40:00,2021,3,Thursday,9,,PARKMAN ST,42.2964852868892,-71.0596830647382,"(42.2964852868892, -71.0596830647382)"
212013880,3410,,TOWED MOTOR VEHICLE,E13,637,0,2021-03-04 08:52:00,2021,3,Thursday,8,,ADELAIDE ST,42.3172895458542,-71.1100155483746,"(42.3172895458542, -71.1100155483746)"
212013877,1102,,FRAUD - FALSE PRETENSE / SCHEME,C6,200,0,2021-03-04 09:45:00,2021,3,Thursday,9,,THOMAS PARK,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212013876,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,588,0,2021-03-04 08:20:00,2021,3,Thursday,8,,"ALBERT ST & PRENTISS ST
ROXBURY  MA 02120
UNITED S",42.3336049748135,-71.0932400528735,"(42.3336049748135, -71.0932400528735)"
212013875,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,239,0,2021-03-04 09:30:00,2021,3,Thursday,9,,HOLDEN ST,42.318921060606,-71.0642840034607,"(42.318921060606, -71.0642840034607)"
212013872,3201,,PROPERTY - LOST/ MISSING,E18,525,0,2021-02-18 08:00:00,2021,2,Thursday,8,,SIERRA RD,42.2372744427981,-71.1262426308432,"(42.2372744427981, -71.1262426308432)"
212013870,520,,BURGLARY - RESIDENTIAL,B3,424,0,2021-03-04 09:08:00,2021,3,Thursday,9,,DANIA ST,42.2723220238935,-71.0887102697947,"(42.2723220238935, -71.0887102697947)"
212013869,3005,,SICK ASSIST,B2,312,0,2021-03-04 08:57:00,2021,3,Thursday,8,,TOWNSEND ST,42.317881760472,-71.0891197506607,"(42.317881760472, -71.0891197506607)"
212013868,3410,,TOWED MOTOR VEHICLE,C6,206,0,2021-03-04 08:30:00,2021,3,Thursday,8,,CONGRESS ST,42.3492493006944,-71.0445192428091,"(42.3492493006944, -71.0445192428091)"
212013867,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2021-03-03 18:30:00,2021,3,Wednesday,18,,PARK PLZ,42.3618385665647,-71.0597648909416,"(42.3618385665647, -71.0597648909416)"
212013866,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,474,0,2021-03-04 08:45:00,2021,3,Thursday,8,,"CANAAN ST & ITASCA ST
MATTAPAN  MA 02126
UNITED ST",42.2730670247659,-71.1029080002127,"(42.2730670247659, -71.1029080002127)"
212013865,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,2021-03-04 09:05:00,2021,3,Thursday,9,,NORWOOD ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013864,3410,,TOWED MOTOR VEHICLE,A7,12,0,2021-03-04 07:03:00,2021,3,Thursday,7,,WORDSWORTH ST,42.3849221171595,-71.0174634960574,"(42.3849221171595, -71.0174634960574)"
212013863,1402,,VANDALISM,B3,428,0,2021-03-03 22:00:00,2021,3,Wednesday,22,,ELIZABETH ST,42.2798652617413,-71.087982748551,"(42.2798652617413, -71.087982748551)"
212013862,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,A1,76,0,2021-03-04 08:11:00,2021,3,Thursday,8,,CAUSEWAY ST,42.3655824034087,-71.0608702953499,"(42.3655824034087, -71.0608702953499)"
212013861,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,675,0,2021-03-04 07:16:00,2021,3,Thursday,7,,FLETCHER ST,42.2898844095523,-71.1375786809265,"(42.2898844095523, -71.1375786809265)"
212013860,2647,,THREATS TO DO BODILY HARM,E18,531,0,2021-03-04 05:57:00,2021,3,Thursday,5,,WATERLOO ST,42.2433779914795,-71.1330617864364,"(42.2433779914795, -71.1330617864364)"
212013859,3114,,INVESTIGATE PROPERTY,B3, ,1,2021-03-04 06:00:00,2021,3,Thursday,6,,BLUE HILL AVE,42.3026661808159,-71.0854966004369,"(42.3026661808159, -71.0854966004369)"
212013858,3005,,SICK ASSIST,B2, ,0,2021-03-04 01:19:00,2021,3,Thursday,1,,CEDAR ST,42.3265548437889,-71.0921928790987,"(42.3265548437889, -71.0921928790987)"
212013857,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,B3,420,0,2021-03-04 05:45:00,2021,3,Thursday,5,,LORNA RD,42.2766337195683,-71.0852729409422,"(42.2766337195683, -71.0852729409422)"
212013856,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,483,0,2021-03-04 05:07:00,2021,3,Thursday,5,,RIVER ST,42.2646690164134,-71.099966304406,"(42.2646690164134, -71.099966304406)"
212013854,3301,,VERBAL DISPUTE,B3,469,0,2021-03-04 05:16:00,2021,3,Thursday,5,,TENNIS RD,42.2761569125616,-71.0955030303829,"(42.2761569125616, -71.0955030303829)"
212013853,3115,,INVESTIGATE PERSON,B2,183,0,2021-03-04 04:51:00,2021,3,Thursday,4,,LEYLAND ST,42.3206614647596,-71.0706786673046,"(42.3206614647596, -71.0706786673046)"
212013852,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,901,0,2021-03-04 00:00:00,2021,3,Thursday,0,,SMITH ST,42.3329066429327,-71.0968055484943,"(42.3329066429327, -71.0968055484943)"
212013851,3005,,SICK ASSIST,E13,583,0,2021-03-04 05:15:00,2021,3,Thursday,5,,HEATH ST,42.3260914835581,-71.1049221997032,"(42.3260914835581, -71.1049221997032)"
212013848,3207,,PROPERTY - FOUND,E13,645,0,2021-03-04 04:00:00,2021,3,Thursday,4,,CENTRE ST,42.3119340282003,-71.114290902182,"(42.3119340282003, -71.114290902182)"
212013847,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,378,0,2021-03-04 03:07:00,2021,3,Thursday,3,,PIERCE AVE,42.2874325635529,-71.0526386952296,"(42.2874325635529, -71.0526386952296)"
212013846,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,280,0,2021-03-04 00:35:00,2021,3,Thursday,0,,DUDLEY ST,42.3287258857203,-71.0838221696801,"(42.3287258857203, -71.0838221696801)"
212013845,3114,,INVESTIGATE PROPERTY,A1,69,0,2021-03-04 02:53:00,2021,3,Thursday,2,,BRIMMER ST,42.356846142201,-71.0717658144964,"(42.356846142201, -71.0717658144964)"
212013844,2905,,VAL - VIOLATION OF AUTO LAW,D4,172,0,2021-03-04 03:00:00,2021,3,Thursday,3,,ALBANY ST,42.3342884065942,-71.072395175438,"(42.3342884065942, -71.072395175438)"
212013842,3005,,SICK ASSIST,A1,61,0,2021-03-04 00:00:00,2021,3,Thursday,0,,CAUSEWAY ST,42.3653747964205,-71.0615416148164,"(42.3653747964205, -71.0615416148164)"
212013840,801,,ASSAULT - SIMPLE,A1,111,0,2021-03-04 01:37:00,2021,3,Thursday,1,,TEMPLE PL,42.3552142873226,-71.0620635090966,"(42.3552142873226, -71.0620635090966)"
212013839,615,,LARCENY THEFT OF MV PARTS & ACCESSORIES,D4,271,0,2021-03-04 01:51:00,2021,3,Thursday,1,,"HARRISON AVE & MASSACHUSETTS AVE
BOSTON  MA 02118
",42.3349370067414,-71.0751570050041,"(42.3349370067414, -71.0751570050041)"
212013837,3115,,INVESTIGATE PERSON,B3,455,0,2021-03-04 00:08:00,2021,3,Thursday,0,,NORWELL ST,42.3013285111335,-71.0787087269764,"(42.3013285111335, -71.0787087269764)"
212013836,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,259,0,2021-03-03 23:51:00,2021,3,Wednesday,23,,"ALEXANDER ST & LEBANON ST
DORCHESTER  MA 02125
UNI",42.3177819759063,-71.0695249600199,"(42.3177819759063, -71.0695249600199)"
212013835,3115,,INVESTIGATE PERSON,B3,469,0,2021-03-04 00:00:00,2021,3,Thursday,0,,TENNIS RD,42.2761569125616,-71.0955030303829,"(42.2761569125616, -71.0955030303829)"
212013834,3008,,SUICIDE / SUICIDE ATTEMPT,D14,786,0,2021-03-04 00:08:00,2021,3,Thursday,0,,MOUNT HOOD RD,42.341724668108,-71.1419525917539,"(42.341724668108, -71.1419525917539)"
212013833,3005,,SICK ASSIST,E13,572,0,2021-03-03 23:32:00,2021,3,Wednesday,23,,WALNUT AVE,42.3128605985453,-71.0957277992606,"(42.3128605985453, -71.0957277992606)"
212013831,3005,,SICK ASSIST,B3,456,0,2021-03-03 22:52:00,2021,3,Wednesday,22,,GREENWOOD ST,42.3017590889045,-71.0795516016392,"(42.3017590889045, -71.0795516016392)"
212013830,3006,,SICK/INJURED/MEDICAL - PERSON,E5,563,0,2021-03-03 22:44:00,2021,3,Wednesday,22,,FAWNDALE RD,42.2901178327599,-71.1218790373758,"(42.2901178327599, -71.1218790373758)"
212013829,3501,,MISSING PERSON,E13,355,0,2021-03-03 23:00:00,2021,3,Wednesday,23,,CENTRE ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013828,3115,,INVESTIGATE PERSON,B3,432,0,2021-03-03 22:54:00,2021,3,Wednesday,22,,LYFORD ST,42.2880245469124,-71.0835188659912,"(42.2880245469124, -71.0835188659912)"
212013826,3801,,M/V ACCIDENT - OTHER,E13,573,0,2021-03-03 22:42:00,2021,3,Wednesday,22,,"GLEN RD & WASHINGTON ST
JAMAICA PLAIN  MA 02130
UN",42.3094350201195,-71.1045700150512,"(42.3094350201195, -71.1045700150512)"
212013825,3005,,SICK ASSIST,D14,751,0,2021-03-03 22:08:00,2021,3,Wednesday,22,,LAKE ST,42.3440726595566,-71.1640979096725,"(42.3440726595566, -71.1640979096725)"
212013824,3005,,SICK ASSIST,A1,66,0,2021-03-03 22:03:00,2021,3,Wednesday,22,,REVERE ST,42.3595240843584,-71.0688372064434,"(42.3595240843584, -71.0688372064434)"
212013823,1106,,FRAUD - CREDIT CARD / ATM FRAUD,B3,465,0,2021-03-03 20:40:00,2021,3,Wednesday,20,,MORTON ST,42.2848257658049,-71.091373689388,"(42.2848257658049, -71.091373689388)"
212013819,2646,,LIQUOR/ALCOHOL - DRINKING IN PUBLIC,D4,620,0,2021-03-03 16:47:00,2021,3,Wednesday,16,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
212013816,3005,,SICK ASSIST,C11,342,0,2021-03-03 21:50:00,2021,3,Wednesday,21,,TOPLIFF ST,42.303755057172,-71.0683937538599,"(42.303755057172, -71.0683937538599)"
212013813,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,A1,110,0,2021-03-03 21:30:00,2021,3,Wednesday,21,,PURCHASE ST,42.3548461440617,-71.0526675234281,"(42.3548461440617, -71.0526675234281)"
212013812,3005,,SICK ASSIST,D14,795,0,2021-03-03 21:08:00,2021,3,Wednesday,21,,N BEACON ST,42.3536786086257,-71.1381985589668,"(42.3536786086257, -71.1381985589668)"
212013811,3803,,M/V ACCIDENT - PERSONAL INJURY,B3, ,0,2021-03-03 21:02:00,2021,3,Wednesday,21,,"WHITFIELD ST & TALBOT AVE
DORCHESTER  MA 02124
UNI",42.2908460025699,-71.0741459905148,"(42.2908460025699, -71.0741459905148)"
212013808,3301,,VERBAL DISPUTE,D4,138,0,2021-03-03 21:09:00,2021,3,Wednesday,21,,"BOYLSTON ST & EXETER ST
BOSTON  MA 02116
UNITED ST",42.3495080031359,-71.0794990263135,"(42.3495080031359, -71.0794990263135)"
212013807,3005,,SICK ASSIST,C11,402,0,2021-03-03 20:52:00,2021,3,Wednesday,20,,DORCHESTER AVE,42.285260240741,-71.0644406318784,"(42.285260240741, -71.0644406318784)"
212013806,520,,BURGLARY - RESIDENTIAL,D4,618,0,2021-03-03 20:09:00,2021,3,Wednesday,20,,SAINT STEPHEN ST,42.3415050105868,-71.0883367349465,"(42.3415050105868, -71.0883367349465)"
212013805,3006,,SICK/INJURED/MEDICAL - PERSON,C11, ,0,2021-03-03 19:55:00,2021,3,Wednesday,19,,WALDECK ST,42.2988196804756,-71.0657008368923,"(42.2988196804756, -71.0657008368923)"
212013804,3115,,INVESTIGATE PERSON,B3,476,0,2021-03-03 20:06:00,2021,3,Wednesday,20,,BLUE HILL AVE,42.2699473161779,-71.0938030751921,"(42.2699473161779, -71.0938030751921)"
212013803,617,,LARCENY THEFT FROM BUILDING,A7,942,0,2021-03-03 00:00:00,2021,3,Wednesday,0,,WALDEMAR AVE,42.3932728845141,-71.0079391403335,"(42.3932728845141, -71.0079391403335)"
212013802,3115,,INVESTIGATE PERSON,D4,620,0,2021-03-03 20:40:00,2021,3,Wednesday,20,,MASSACHUSETTS AVE,42.3443956841544,-71.0863201634481,"(42.3443956841544, -71.0863201634481)"
212013801,423,,ASSAULT - AGGRAVATED,B2, ,0,2021-03-03 19:54:00,2021,3,Wednesday,19,,HOMESTEAD ST,42.3134221481348,-71.0934897520459,"(42.3134221481348, -71.0934897520459)"
212013799,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,257,0,2021-03-03 20:31:00,2021,3,Wednesday,20,,HANCOCK ST,42.3104339974624,-71.0613400976213,"(42.3104339974624, -71.0613400976213)"
212013798,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,257,0,2021-03-03 20:31:00,2021,3,Wednesday,20,,HANCOCK ST,42.3104339974624,-71.0613400976213,"(42.3104339974624, -71.0613400976213)"
212013796,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,200,0,2021-03-03 16:15:00,2021,3,Wednesday,16,,MASSACHUSETTS AVE,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
212013795,3106,,PROPERTY - ACCIDENTAL DAMAGE,E13,639,0,2021-03-01 20:01:00,2021,3,Monday,20,,ROBINWOOD AVE,42.3162401888603,-71.1126701066929,"(42.3162401888603, -71.1126701066929)"
212013794,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C11,346,0,2021-03-03 19:55:00,2021,3,Wednesday,19,,PERCIVAL ST,42.3053785989869,-71.0632304414778,"(42.3053785989869, -71.0632304414778)"
212013792,3114,,INVESTIGATE PROPERTY,B3,454,0,2021-03-02 15:00:00,2021,3,Tuesday,15,,HARVARD ST,42.2986949945536,-71.0755520565789,"(42.2986949945536, -71.0755520565789)"
212013791,3502,,MISSING PERSON - LOCATED,B2,183,0,2021-03-03 18:00:00,2021,3,Wednesday,18,,DUDLEY ST,42.3198707618137,-71.0709626304778,"(42.3198707618137, -71.0709626304778)"
212013789,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2021-03-03 17:30:00,2021,3,Wednesday,17,,PARSONS ST,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212013787,423,,ASSAULT - AGGRAVATED,B2,311,0,2021-03-03 19:31:00,2021,3,Wednesday,19,,MAYWOOD ST,42.3167954150061,-71.079645623217,"(42.3167954150061, -71.079645623217)"
212013786,2662,,BALLISTICS EVIDENCE/FOUND,B2,319,0,2021-03-03 19:17:00,2021,3,Wednesday,19,,WAYNE ST,42.3072422945032,-71.0855170358068,"(42.3072422945032, -71.0855170358068)"
212013785,3115,,INVESTIGATE PERSON,D4,628,0,2021-03-03 18:52:00,2021,3,Wednesday,18,,PARK DR,42.3441670090811,-71.1035910724952,"(42.3441670090811, -71.1035910724952)"
212013782,1102,,FRAUD - FALSE PRETENSE / SCHEME,E5,712,0,2021-03-03 18:00:00,2021,3,Wednesday,18,,ROCKINGHAM AVE,42.2645435527199,-71.1572631897417,"(42.2645435527199, -71.1572631897417)"
212013781,3005,,SICK ASSIST,D14,784,0,2021-03-03 19:11:00,2021,3,Wednesday,19,,COMMONWEALTH AVENUE,0,0,"(0, 0)"
212013780,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11,335,0,2021-03-03 19:35:00,2021,3,Wednesday,19,,BOWDOIN ST,42.3070383491056,-71.0661531873317,"(42.3070383491056, -71.0661531873317)"
212013779,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,E18,533,0,2021-03-03 18:59:00,2021,3,Wednesday,18,,WESTINGHOUSE PLZ,42.2442296354283,-71.1325194527113,"(42.2442296354283, -71.1325194527113)"
212013778,3005,,SICK ASSIST,D14,799,0,2021-03-03 18:40:00,2021,3,Wednesday,18,,GARDNER ST,42.3535882167022,-71.1268957138656,"(42.3535882167022, -71.1268957138656)"
212013777,3108,,FIRE REPORT,B2,317,0,2021-03-03 17:43:00,2021,3,Wednesday,17,,RUTHVEN ST,42.3120204688974,-71.0885163224598,"(42.3120204688974, -71.0885163224598)"
212013776,3114,,INVESTIGATE PROPERTY,B2,282,0,2021-03-03 19:09:00,2021,3,Wednesday,19,,WASHINGTON ST,42.3286628355561,-71.0856340118355,"(42.3286628355561, -71.0856340118355)"
212013775,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,276,0,2021-03-03 18:43:00,2021,3,Wednesday,18,,SHAWMUT AVE,42.3331829916231,-71.0830760736248,"(42.3331829916231, -71.0830760736248)"
212013774,3122,,AIRCRAFT INCIDENTS,A15, ,0,2021-03-03 17:22:00,2021,3,Wednesday,17,,WARREN AVE,42.3714381523267,-71.0607172876476,"(42.3714381523267, -71.0607172876476)"
212013772,3122,,AIRCRAFT INCIDENTS,A7,36,0,2021-03-03 17:13:00,2021,3,Wednesday,17,,PRESCOTT ST,42.3752578217205,-71.0246634330596,"(42.3752578217205, -71.0246634330596)"
212013771,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,C11,345,0,2021-03-03 18:16:00,2021,3,Wednesday,18,,RIDGEWOOD ST,42.3020944250183,-71.0657518326244,"(42.3020944250183, -71.0657518326244)"
212013770,619,,LARCENY ALL OTHERS,B2,327,0,2021-03-03 16:30:00,2021,3,Wednesday,16,,MAGNOLIA ST,42.3141058016122,-71.0719305731416,"(42.3141058016122, -71.0719305731416)"
212013768,3005,,SICK ASSIST,A1,65,0,2021-03-03 17:33:00,2021,3,Wednesday,17,,CAMBRIDGE ST,42.3612432686917,-71.0649732702798,"(42.3612432686917, -71.0649732702798)"
212013767,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,320,0,2021-03-02 19:30:00,2021,3,Tuesday,19,,BLUE HILL AVE,42.3088984034559,-71.0830519047438,"(42.3088984034559, -71.0830519047438)"
212013766,3115,,INVESTIGATE PERSON,D14,778,0,2021-03-02 09:35:00,2021,3,Tuesday,9,,MALBERT RD,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212013765,2670,,HARASSMENT/ CRIMINAL HARASSMENT,A1, ,0,2021-03-03 17:24:00,2021,3,Wednesday,17,,HANOVER ST,42.3617942818613,-71.0571127034287,"(42.3617942818613, -71.0571127034287)"
212013764,3006,,SICK/INJURED/MEDICAL - PERSON,C6,206,0,2021-03-03 16:32:00,2021,3,Wednesday,16,,CONGRESS ST,42.3492493006944,-71.0445192428091,"(42.3492493006944, -71.0445192428091)"
212013763,3801,,M/V ACCIDENT - OTHER,E13, ,0,2021-03-03 17:29:00,2021,3,Wednesday,17,,"PERKINS ST & DAY ST
JAMAICA PLAIN  MA 02130
UNITED",42.3220099581894,-71.1099849700213,"(42.3220099581894, -71.1099849700213)"
212013762,3114,,INVESTIGATE PROPERTY,D4,143,0,2021-03-03 17:41:00,2021,3,Wednesday,17,,BOYLSTON ST,42.3493247128501,-71.0801480124617,"(42.3493247128501, -71.0801480124617)"
212013761,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,E5, ,0,2021-03-03 16:05:00,2021,3,Wednesday,16,,"2 GEORGETOWNE DR
HYDE PARK  MA 02136
UNITED STATES",42.2594346524827,-71.1479806361386,"(42.2594346524827, -71.1479806361386)"
212013759,2905,,VAL - VIOLATION OF AUTO LAW,C11,335,0,2021-03-03 16:57:00,2021,3,Wednesday,16,,"BARRY ST & QUINCY ST
DORCHESTER  MA 02125
UNITED S",42.3097709722528,-71.0669940361956,"(42.3097709722528, -71.0669940361956)"
212013758,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2021-02-26 00:00:00,2021,2,Friday,0,,LAKE SHORE RD,42.3490560003051,-71.1504984997502,"(42.3490560003051, -71.1504984997502)"
212013757,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-03-03 17:26:00,2021,3,Wednesday,17,,"1165 BLUE HILL AVENUE
BOSTON  MA 02124
UNITED STAT",0,0,"(0, 0)"
212013756,3301,,VERBAL DISPUTE,C11,336,0,2021-03-03 16:41:00,2021,3,Wednesday,16,,HAMILTON ST,42.3077088472385,-71.0690187434642,"(42.3077088472385, -71.0690187434642)"
212013753,3114,,INVESTIGATE PROPERTY,D4,156,0,2021-03-03 17:08:00,2021,3,Wednesday,17,,W SPRINGFIELD ST,42.3393027488002,-71.0791237835741,"(42.3393027488002, -71.0791237835741)"
212013752,3005,,SICK ASSIST,D14,796,0,2021-03-03 15:45:00,2021,3,Wednesday,15,,COMMONWEALTH AVE,42.3510711102091,-71.1257016551172,"(42.3510711102091, -71.1257016551172)"
212013751,3006,,SICK/INJURED/MEDICAL - PERSON,D4,273,0,2021-03-03 16:46:00,2021,3,Wednesday,16,,WASHINGTON ST,42.3354350942456,-71.0784020363859,"(42.3354350942456, -71.0784020363859)"
212013750,423,,ASSAULT - AGGRAVATED,B2,258,0,2021-03-03 16:14:00,2021,3,Wednesday,16,,BIRD ST,42.3146395988166,-71.0683322113621,"(42.3146395988166, -71.0683322113621)"
212013748,1107,,FRAUD - IMPERSONATION,C11,355,0,2021-02-22 00:00:00,2021,2,Monday,0,,LESLIE ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013747,616,,LARCENY THEFT OF BICYCLE,A15,54,0,2021-02-27 17:06:00,2021,2,Saturday,17,,SULLIVAN ST,42.3780534504528,-71.0667665484088,"(42.3780534504528, -71.0667665484088)"
212013745,2647,,THREATS TO DO BODILY HARM,C11, ,0,2021-03-03 16:22:00,2021,3,Wednesday,16,,"WASHINGTON ST & PARK ST
BOSTON  MA 02124
UNITED ST",42.2954939759807,-71.0721059412623,"(42.2954939759807, -71.0721059412623)"
212013744,1102,,FRAUD - FALSE PRETENSE / SCHEME,E13,574,0,2021-03-01 13:43:00,2021,3,Monday,13,,JAMAICAWAY,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212013743,3201,,PROPERTY - LOST/ MISSING,E13,355,0,2021-02-25 00:00:00,2021,2,Thursday,0,,"40 GIBSON ST
DORCHESTER  MA 02122
UNITED STATES",42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013742,520,,BURGLARY - RESIDENTIAL,D14,800,0,2021-03-03 14:50:00,2021,3,Wednesday,14,,ASHFORD ST,42.3543186212372,-71.1290167400705,"(42.3543186212372, -71.1290167400705)"
212013741,423,,ASSAULT - AGGRAVATED,E18,496,0,2021-03-03 16:01:00,2021,3,Wednesday,16,,HYDE PARK AVE,42.2670108525902,-71.1209617129519,"(42.2670108525902, -71.1209617129519)"
212013740,724,,AUTO THEFT,E13,574,0,2021-03-01 14:30:00,2021,3,Monday,14,,JAMAICA ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212013739,3115,,INVESTIGATE PERSON,E13,303,0,2021-03-03 16:11:00,2021,3,Wednesday,16,,MILES ST,42.3187477213615,-71.1000214870988,"(42.3187477213615, -71.1000214870988)"
212013738,3114,,INVESTIGATE PROPERTY,C11,450,0,2021-03-03 06:35:00,2021,3,Wednesday,6,,WASHINGTON ST,42.2925764791588,-71.0717940591183,"(42.2925764791588, -71.0717940591183)"
212013737,3114,,INVESTIGATE PROPERTY,A1,61,0,2021-03-03 16:40:00,2021,3,Wednesday,16,,LEGENDS WAY,42.3664354633178,-71.0613541253703,"(42.3664354633178, -71.0613541253703)"
212013735,1402,,VANDALISM,B3,466,0,2021-03-03 14:49:00,2021,3,Wednesday,14,,GOODALE RD,42.2836283027881,-71.0934955275648,"(42.2836283027881, -71.0934955275648)"
212013734,2007,,VIOLATION - RESTRAINING ORDER (NO ARREST),C11,355,0,2021-03-03 16:15:00,2021,3,Wednesday,16,,CAMERON ST,42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013733,3207,,PROPERTY - FOUND,E13,574,0,2021-03-03 16:27:00,2021,3,Wednesday,16,,WASHINGTON ST,42.3097185676727,-71.1042943178765,"(42.3097185676727, -71.1042943178765)"
212013732,616,,LARCENY THEFT OF BICYCLE,D4,146,0,2021-03-03 16:22:00,2021,3,Wednesday,16,,COPLEY PL,42.3480097766119,-71.0766975998445,"(42.3480097766119, -71.0766975998445)"
212013731,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2021-03-01 10:15:00,2021,3,Monday,10,,"40 GIBSON ST
DORCHESTER  MA 02122
UNITED STATES",42.2975553295965,-71.0597091024257,"(42.2975553295965, -71.0597091024257)"
212013730,3410,,TOWED MOTOR VEHICLE,E18,524,0,2021-03-03 16:14:00,2021,3,Wednesday,16,,WASHINGTON ST,42.2437874365059,-71.1240129060804,"(42.2437874365059, -71.1240129060804)"
212013729,617,,LARCENY THEFT FROM BUILDING,A1,77,0,2021-02-21 09:24:00,2021,2,Sunday,9,,BOYLSTON ST,0,0,"(0, 0)"
212013728,2670,,HARASSMENT/ CRIMINAL HARASSMENT,C6,200,0,2021-03-03 15:49:00,2021,3,Wednesday,15,,BOLTON ST,42.3412875043904,-71.054679326494,"(42.3412875043904, -71.054679326494)"
